"plotID","pointID","plotType","subtype","decimalLatitude","decimalLongitude","geodeticDatum","utmZone","easting","northing","coordinateUncertainty","coordinateSource","elevation","elevationUncertainty","nlcdClass","applicableModules","versionStartDate","versionEndDate"
"JERC_056","39","tower","basePlot",31.194632,-84.466568,"WGS84","16N",741400.858,3453937.758,0.11,"GeoXH 6000",44.1,0.15,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20140101","20180711"
"JERC_049","59","tower","basePlot",31.196672,-84.464128,"WGS84","16N",741628.236,3454169.289,0.21,"GeoXH 6000",46.35,0.29,"evergreenForest","bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","20140101","20180711"
"JERC_049","61","tower","basePlot",31.196669,-84.463906,"WGS84","16N",741649.457,3454169.409,0.15,"GeoXH 6000",46.16,0.26,"evergreenForest","bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","20140101","20180711"
"JERC_050","25","tower","basePlot",31.196675,-84.468004,"WGS84","16N",741258.853,3454161.143,0.25,"GeoXH 6000",38.92,0.43,"evergreenForest","bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","20140101","20180711"
"JERC_050","39","tower","basePlot",31.19685,-84.468401,"WGS84","16N",741220.561,3454179.656,0.28,"GeoXH 6000",33.87,0.37,"evergreenForest","bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","20140101","20180711"
"JERC_050","43","tower","basePlot",31.196837,-84.467992,"WGS84","16N",741259.59,3454179.188,0.12,"GeoXH 6000",34.76,0.18,"evergreenForest","bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","20140101","20180711"
"JERC_050","57","tower","basePlot",31.197029,-84.468398,"WGS84","16N",741220.368,3454199.59,0.21,"GeoXH 6000",33.92,0.44,"evergreenForest","bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","20140101","20180711"
"JERC_013","51","distributed","basePlot",31.178557,-84.469843,"WGS84","16N",741129.494,3452148.294,0.14,"GeoXH 6000",37.21,0.24,"evergreenForest","cdw|cfc|dhp|hbp|vst","20140101","20190924"
"JERC_013","49","distributed","basePlot",31.178558,-84.470051,"WGS84","16N",741109.718,3452147.921,0.16,"GeoXH 6000",36.48,0.26,"evergreenForest","cdw|cfc|dhp|hbp|vst","20140101","20190924"
"JERC_013","31","distributed","basePlot",31.178379,-84.47005,"WGS84","16N",741110.186,3452128.021,0.16,"GeoXH 6000",36.03,0.28,"evergreenForest","cdw|cfc|dhp|hbp|vst","20140101","20190924"
"OSBS_040","21","tower","basePlot",29.688798,-81.989759,"WGS84","17N",404241.128,3284712.1,0.2,"GeoXH 6000",46.99,0.22,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180628"
"OSBS_040","57","tower","basePlot",29.689159,-81.989759,"WGS84","17N",404241.481,3284752.17,0.23,"GeoXH 6000",44.67,0.38,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180628"
"OSBS_044","21","tower","basePlot",29.690676,-81.992243,"WGS84","17N",404002.624,3284922.349,0.1,"GeoXH 6000",45.54,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180628"
"OSBS_044","39","tower","basePlot",29.69086,-81.992241,"WGS84","17N",404002.992,3284942.65,0.11,"GeoXH 6000",44.87,0.18,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180628"
"OSBS_044","61","tower","basePlot",29.691026,-81.99183,"WGS84","17N",404042.863,3284960.755,0.12,"GeoXH 6000",43.11,0.12,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180628"
"OSBS_036","21","tower","basePlot",29.691253,-81.990714,"WGS84","17N",404151.078,3284984.979,0.11,"GeoXH 6000",43.35,0.2,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180628"
"OSBS_036","57","tower","basePlot",29.69161,-81.990706,"WGS84","17N",404152.185,3285024.561,0.1,"GeoXH 6000",43.95,0.14,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180628"
"OSBS_033","25","tower","basePlot",29.689883,-81.989363,"WGS84","17N",404280.474,3284831.994,0.12,"GeoXH 6000",46.52,0.14,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180626"
"OSBS_033","39","tower","basePlot",29.690065,-81.989765,"WGS84","17N",404241.808,3284852.518,0.1,"GeoXH 6000",44.08,0.13,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180626"
"OSBS_033","57","tower","basePlot",29.690238,-81.989764,"WGS84","17N",404241.998,3284871.664,0.27,"GeoXH 6000",44.06,0.4,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180626"
"OSBS_033","61","tower","basePlot",29.690242,-81.989365,"WGS84","17N",404280.663,3284871.813,0.21,"GeoXH 6000",42.47,0.29,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180626"
"OSBS_033","43","tower","basePlot",29.690063,-81.989357,"WGS84","17N",404281.228,3284852.024,0.26,"GeoXH 6000",44.87,0.49,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180626"
"OSBS_031","25","tower","basePlot",29.688785,-81.990912,"WGS84","17N",404129.592,3284711.633,0.22,"GeoXH 6000",45.16,0.39,"evergreenForest","bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","20130101","20180626"
"OSBS_031","59","tower","basePlot",29.689145,-81.991106,"WGS84","17N",404111.139,3284751.739,0.3,"GeoXH 6000",44.94,0.34,"evergreenForest","bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","20130101","20180626"
"OSBS_032","25","tower","basePlot",29.689847,-81.990915,"WGS84","17N",404130.348,3284829.385,0.1,"GeoXH 6000",45.71,0.12,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180626"
"OSBS_032","59","tower","basePlot",29.690213,-81.991118,"WGS84","17N",404111.055,3284870.048,0.1,"GeoXH 6000",45.9,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180626"
"OSBS_032","39","tower","basePlot",29.690039,-81.991316,"WGS84","17N",404091.71,3284850.95,0.1,"GeoXH 6000",46.27,0.13,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180626"
"OSBS_034","21","tower","basePlot",29.688542,-81.9885,"WGS84","17N",404362.705,3284682.764,0.1,"GeoXH 6000",41.36,0.12,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180625"
"OSBS_034","23","tower","basePlot",29.688541,-81.988298,"WGS84","17N",404382.267,3284682.471,0.15,"GeoXH 6000",41.63,0.25,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180625"
"OSBS_034","25","tower","basePlot",29.688541,-81.9881,"WGS84","17N",404401.411,3284682.248,0.1,"GeoXH 6000",41.94,0.11,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180625"
"OSBS_034","39","tower","basePlot",29.688719,-81.988504,"WGS84","17N",404362.544,3284702.3,0.17,"GeoXH 6000",42.25,0.41,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180625"
"OSBS_034","57","tower","basePlot",29.688895,-81.988507,"WGS84","17N",404362.429,3284721.812,0.14,"GeoXH 6000",40.87,0.25,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180625"
"OSBS_034","61","tower","basePlot",29.688897,-81.988099,"WGS84","17N",404401.893,3284721.777,0.29,"GeoXH 6000",42.62,0.5,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180625"
"OSBS_034","43","tower","basePlot",29.688722,-81.988096,"WGS84","17N",404402.028,3284702.331,0.13,"GeoXH 6000",42.15,0.24,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180625"
"OSBS_035","21","tower","basePlot",29.687343,-81.997772,"WGS84","17N",403464.504,3284557.59,0.1,"GeoXH 6000",42.87,0.12,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180625"
"OSBS_035","39","tower","basePlot",29.687531,-81.997781,"WGS84","17N",403463.758,3284578.367,0.11,"GeoXH 6000",43.36,0.15,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180625"
"OSBS_035","59","tower","basePlot",29.687705,-81.997579,"WGS84","17N",403483.471,3284597.577,0.1,"GeoXH 6000",43.9,0.13,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180625"
"OSBS_041","39","tower","basePlot",29.687526,-81.996535,"WGS84","17N",403584.308,3284576.794,0.1,"GeoXH 6000",45.14,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180625"
"OSBS_041","61","tower","basePlot",29.687707,-81.996125,"WGS84","17N",403624.222,3284596.511,0.1,"GeoXH 6000",44.76,0.12,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180625"
"OSBS_043","39","tower","basePlot",29.691442,-81.989156,"WGS84","17N",404301.99,3285004.617,0.2,"GeoXH 6000",47.2,0.52,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180621"
"OSBS_030","61","tower","basePlot",29.689587,-81.997386,"WGS84","17N",403503.935,3284805.946,0.1,"GeoXH 6000",44.84,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180621"
"OSBS_028","23","tower","basePlot",29.685755,-81.995697,"WGS84","17N",403663.73,3284379.853,0.1,"GeoXH 6000",44.22,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180614"
"OSBS_028","25","tower","basePlot",29.685755,-81.995508,"WGS84","17N",403681.998,3284379.672,0.1,"GeoXH 6000",44.4,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180614"
"OSBS_028","43","tower","basePlot",29.685922,-81.995513,"WGS84","17N",403681.712,3284398.198,0.1,"GeoXH 6000",44.9,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180614"
"OSBS_028","59","tower","basePlot",29.686109,-81.995704,"WGS84","17N",403663.39,3284419.159,0.1,"GeoXH 6000",45.78,0.11,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180614"
"OSBS_028","61","tower","basePlot",29.686094,-81.995496,"WGS84","17N",403683.521,3284417.224,0.1,"GeoXH 6000",45.6,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180614"
"OSBS_039","39","tower","basePlot",29.6933,-81.991025,"WGS84","17N",404122.958,3285212.038,0.1,"GeoXH 6000",47.33,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180604"
"OSBS_039","43","tower","basePlot",29.693316,-81.990615,"WGS84","17N",404162.58,3285213.457,0.1,"GeoXH 6000",46.94,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180604"
"OSBS_039","57","tower","basePlot",29.693468,-81.991028,"WGS84","17N",404122.813,3285230.706,0.1,"GeoXH 6000",47.65,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180604"
"OSBS_029","59","tower","basePlot",29.69268,-81.989906,"WGS84","17N",404230.592,3285142.474,0.1,"GeoXH 6000",43.88,0.1,"evergreenForest","bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","20130101","20180604"
"OSBS_029","61","tower","basePlot",29.69269,-81.989701,"WGS84","17N",404250.481,3285143.414,0.12,"GeoXH 6000",44.02,0.12,"evergreenForest","bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","20130101","20180604"
"OSBS_042","61","tower","basePlot",29.69314,-81.996193,"WGS84","17N",403622.785,3285198.635,0.16,"GeoXH 6000",37.32,0.16,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180510"
"OSBS_042","57","tower","basePlot",29.693134,-81.996613,"WGS84","17N",403582.184,3285198.259,0.18,"GeoXH 6000",33.02,0.35,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180510"
"OSBS_025","57","tower","basePlot",29.692047,-81.996588,"WGS84","17N",403583.488,3285077.826,0.1,"GeoXH 6000",43.84,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180509"
"OSBS_025","59","tower","basePlot",29.692045,-81.996375,"WGS84","17N",403604.172,3285077.431,0.1,"GeoXH 6000",44.83,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180509"
"OSBS_025","61","tower","basePlot",29.692046,-81.996183,"WGS84","17N",403622.7,3285077.407,0.1,"GeoXH 6000",44.94,0.1,"evergreenForest","bbc|cdw|cfc|dhp|hbp|ltr|vst","20130101","20180509"
"BARR_008","31.1.1","distributed","basePlot",71.2517,-156.451598,"WGS84","4N",591394.566,7907394.248,0.35,"GIS",4.27,0.1,"sedgeHerbaceous","div","20170101","20190924"
"BARR_008","31.1.10","distributed","basePlot",71.251709,-156.451567,"WGS84","4N",591395.647,7907395.329,1.1,"GIS",4.27,0.1,"sedgeHerbaceous","div","20170101","20190924"
"BARR_008","31","distributed","basePlot",71.251739,-156.451468,"WGS84","4N",591399.066,7907398.748,2.1,"GIS",4.27,0.1,"sedgeHerbaceous","div","20170101","20190924"
"JERC_013","31.1.1","distributed","basePlot",31.178383,-84.470045,"WGS84","16N",741110.686,3452128.521,0.41,"GIS",36.03,0.28,"evergreenForest","div","20140101","20190924"
"JERC_013","31.1.10","distributed","basePlot",31.178393,-84.470034,"WGS84","16N",741111.767,3452129.602,1.16,"GIS",36.03,0.28,"evergreenForest","div","20140101","20190924"
"JERC_013","40.3.1","distributed","basePlot",31.178554,-84.470045,"WGS84","16N",741110.218,3452147.421,0.41,"GIS",36.48,0.26,"evergreenForest","div","20140101","20190924"
"JERC_013","40.3.10","distributed","basePlot",31.178544,-84.470034,"WGS84","16N",741111.299,3452146.34,1.16,"GIS",36.48,0.26,"evergreenForest","div","20140101","20190924"
"JERC_013","40.1.1","distributed","basePlot",31.178472,-84.470048,"WGS84","16N",741110.218,3452138.421,0.41,"GIS",36.48,0.26,"evergreenForest","div","20140101","20190924"
"JERC_013","40.1.10","distributed","basePlot",31.178482,-84.470036,"WGS84","16N",741111.299,3452139.502,1.16,"GIS",36.48,0.26,"evergreenForest","div","20140101","20190924"
"JERC_013","41.4.1","distributed","basePlot",31.178553,-84.469849,"WGS84","16N",741128.994,3452147.794,0.39,"GIS",37.21,0.24,"evergreenForest","div","20140101","20190924"
"JERC_013","41.4.10","distributed","basePlot",31.178544,-84.46986,"WGS84","16N",741127.913,3452146.713,1.14,"GIS",37.21,0.24,"evergreenForest","div","20140101","20190924"
"BARR_008","31","distributed","basePlot",71.251696,-156.451613,"WGS84","4N",591394.066,7907393.748,0.1,"Geo 7X",4.27,0.1,"sedgeHerbaceous","cdw|cfc|dhp|hbp|vst","20170101","20190924"
"HEAL_032","E5","distributed","mammalGrid",63.883024,-149.267486,"WGS84","6N",388646.748,7085958.124,0.1,"Geo 7X (H-Star)",662.26,0.1,"shrubScrub","mam","20150101","20160628"
"HEAL_032","A1","distributed","mammalGrid",63.88337,-149.268328,"WGS84","6N",388606.748,7085998.124,NA,"GIS",669.59,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","B1","distributed","mammalGrid",63.883373,-149.268125,"WGS84","6N",388616.748,7085998.124,NA,"GIS",669.85,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","C1","distributed","mammalGrid",63.883376,-149.267921,"WGS84","6N",388626.748,7085998.124,NA,"GIS",669.94,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","D1","distributed","mammalGrid",63.88338,-149.267718,"WGS84","6N",388636.748,7085998.124,NA,"GIS",670.03,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","E1","distributed","mammalGrid",63.883383,-149.267515,"WGS84","6N",388646.748,7085998.124,NA,"GIS",670.13,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","F1","distributed","mammalGrid",63.883386,-149.267311,"WGS84","6N",388656.748,7085998.124,NA,"GIS",670.22,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","G1","distributed","mammalGrid",63.883389,-149.267108,"WGS84","6N",388666.748,7085998.124,NA,"GIS",670.32,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","H1","distributed","mammalGrid",63.883392,-149.266904,"WGS84","6N",388676.748,7085998.124,NA,"GIS",670.28,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","I1","distributed","mammalGrid",63.883396,-149.266701,"WGS84","6N",388686.748,7085998.124,NA,"GIS",670.03,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","J1","distributed","mammalGrid",63.883399,-149.266497,"WGS84","6N",388696.748,7085998.124,NA,"GIS",669.78,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","A2","distributed","mammalGrid",63.88328,-149.268321,"WGS84","6N",388606.748,7085988.124,NA,"GIS",669.42,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","B2","distributed","mammalGrid",63.883284,-149.268118,"WGS84","6N",388616.748,7085988.124,NA,"GIS",669.71,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","C2","distributed","mammalGrid",63.883287,-149.267914,"WGS84","6N",388626.748,7085988.124,NA,"GIS",669.85,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","D2","distributed","mammalGrid",63.88329,-149.267711,"WGS84","6N",388636.748,7085988.124,NA,"GIS",669.99,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","E2","distributed","mammalGrid",63.883293,-149.267507,"WGS84","6N",388646.748,7085988.124,NA,"GIS",670.13,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","F2","distributed","mammalGrid",63.883296,-149.267304,"WGS84","6N",388656.748,7085988.124,NA,"GIS",670.28,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","G2","distributed","mammalGrid",63.8833,-149.2671,"WGS84","6N",388666.748,7085988.124,NA,"GIS",670.42,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","H2","distributed","mammalGrid",63.883303,-149.266897,"WGS84","6N",388676.748,7085988.124,NA,"GIS",670.42,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","I2","distributed","mammalGrid",63.883306,-149.266694,"WGS84","6N",388686.748,7085988.124,NA,"GIS",670.19,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","J2","distributed","mammalGrid",63.883309,-149.26649,"WGS84","6N",388696.748,7085988.124,NA,"GIS",669.95,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","A3","distributed","mammalGrid",63.883191,-149.268314,"WGS84","6N",388606.748,7085978.124,NA,"GIS",669.25,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","B3","distributed","mammalGrid",63.883194,-149.26811,"WGS84","6N",388616.748,7085978.124,NA,"GIS",669.57,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","C3","distributed","mammalGrid",63.883197,-149.267907,"WGS84","6N",388626.748,7085978.124,NA,"GIS",669.76,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","D3","distributed","mammalGrid",63.8832,-149.267703,"WGS84","6N",388636.748,7085978.124,NA,"GIS",669.95,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","E3","distributed","mammalGrid",63.883204,-149.2675,"WGS84","6N",388646.748,7085978.124,NA,"GIS",670.14,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","F3","distributed","mammalGrid",63.883207,-149.267297,"WGS84","6N",388656.748,7085978.124,NA,"GIS",670.33,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","G3","distributed","mammalGrid",63.88321,-149.267093,"WGS84","6N",388666.748,7085978.124,NA,"GIS",670.52,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","H3","distributed","mammalGrid",63.883213,-149.26689,"WGS84","6N",388676.748,7085978.124,NA,"GIS",670.56,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","I3","distributed","mammalGrid",63.883216,-149.266686,"WGS84","6N",388686.748,7085978.124,NA,"GIS",670.34,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","J3","distributed","mammalGrid",63.883219,-149.266483,"WGS84","6N",388696.748,7085978.124,NA,"GIS",670.12,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","A4","distributed","mammalGrid",63.883101,-149.268307,"WGS84","6N",388606.748,7085968.124,NA,"GIS",669.08,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","B4","distributed","mammalGrid",63.883104,-149.268103,"WGS84","6N",388616.748,7085968.124,NA,"GIS",669.44,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","C4","distributed","mammalGrid",63.883107,-149.2679,"WGS84","6N",388626.748,7085968.124,NA,"GIS",669.67,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","D4","distributed","mammalGrid",63.883111,-149.267696,"WGS84","6N",388636.748,7085968.124,NA,"GIS",669.91,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","E4","distributed","mammalGrid",63.883114,-149.267493,"WGS84","6N",388646.748,7085968.124,NA,"GIS",670.15,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","F4","distributed","mammalGrid",63.883117,-149.267289,"WGS84","6N",388656.748,7085968.124,NA,"GIS",670.39,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","G4","distributed","mammalGrid",63.88312,-149.267086,"WGS84","6N",388666.748,7085968.124,NA,"GIS",670.62,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","H4","distributed","mammalGrid",63.883123,-149.266882,"WGS84","6N",388676.748,7085968.124,NA,"GIS",670.7,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","I4","distributed","mammalGrid",63.883127,-149.266679,"WGS84","6N",388686.748,7085968.124,NA,"GIS",670.5,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","J4","distributed","mammalGrid",63.88313,-149.266476,"WGS84","6N",388696.748,7085968.124,NA,"GIS",670.29,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","A5","distributed","mammalGrid",63.883011,-149.268299,"WGS84","6N",388606.748,7085958.124,NA,"GIS",668.9,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","B5","distributed","mammalGrid",63.883015,-149.268096,"WGS84","6N",388616.748,7085958.124,NA,"GIS",669.3,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","C5","distributed","mammalGrid",63.883018,-149.267892,"WGS84","6N",388626.748,7085958.124,NA,"GIS",669.59,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","D5","distributed","mammalGrid",63.883021,-149.267689,"WGS84","6N",388636.748,7085958.124,NA,"GIS",669.87,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","F5","distributed","mammalGrid",63.883027,-149.267282,"WGS84","6N",388656.748,7085958.124,NA,"GIS",670.44,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","G5","distributed","mammalGrid",63.883031,-149.267079,"WGS84","6N",388666.748,7085958.124,NA,"GIS",670.72,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","H5","distributed","mammalGrid",63.883034,-149.266875,"WGS84","6N",388676.748,7085958.124,NA,"GIS",670.84,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","I5","distributed","mammalGrid",63.883037,-149.266672,"WGS84","6N",388686.748,7085958.124,NA,"GIS",670.65,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","J5","distributed","mammalGrid",63.88304,-149.266468,"WGS84","6N",388696.748,7085958.124,NA,"GIS",670.46,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","A6","distributed","mammalGrid",63.882922,-149.268292,"WGS84","6N",388606.748,7085948.124,NA,"GIS",668.6,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","B6","distributed","mammalGrid",63.882925,-149.268089,"WGS84","6N",388616.748,7085948.124,NA,"GIS",669.03,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","C6","distributed","mammalGrid",63.882928,-149.267885,"WGS84","6N",388626.748,7085948.124,NA,"GIS",669.37,NA,"shrubScrub","mam","20150101","20160628"
"HEAL_032","D6","distributed","mammalGrid",63.882931,-149.267682,"WGS84","6N",388636.748,7085948.124,NA,"GIS",669.7,NA,"shrubScrub","mam","20150101","20160628"
