"id","parentIssueID","issueDate","resolvedDate","dateRangeStart","dateRangeEnd","locationAffected","issue","resolution"
37607,NA,"2021-12-03T00:00:00Z","2021-12-10T00:00:00Z","2014-01-01T00:00:00Z","2021-12-10T00:00:00Z","All sites for which non-herbaceous perennial vegetation structure data have been published.","Data products not bundled: Prior to Dec 2021, structure measurements of woody vegetation and non-herbaceous perennial vegetation (e.g., palms, tree ferns, ferns, etc.) were published in two different data products: ‘Woody plant vegetation structure’ (DP1.10098.001) and ‘Non-herbaceous perennial vegetation structure’ (DP1.10045.001). From the inception of these two data products, the ‘vst_perplotperyear’ table was common to both; moreover, recent evolution of the ‘Non-herbaceous’ data product to include mapping and tagging of large-stature cacti, palms, and tree ferns meant that the ‘vst_mappingandtagging’ table was also shared across the two products. Splitting out the ‘vst_non-woody’ table into a separate product therefore created unnecessary complexity for data end-users who wished to understand the totality of vegetation structure measurements collected at a site where non-herbaceous perennial vegetation was present.","The ‘Woody plant vegetation structure’ (DP1.10098.001) and ‘Non-herbaceous perennial vegetation structure’ (DP1.10045.001) data products were bundled into the new ‘Vegetation structure’ data product (DP1.10098.001). The new product delivers all tables that contain vegetation structure data: vst_perplotperyear, vst_mappingandtagging, vst_apparentindividual, vst_non-woody, and the vst_shrubgroup table. The new data product delivers all NEON vegetation structure measurements in the way that most end-users would expect and eliminates potential confusion."
38407,NA,"2021-12-09T00:00:00Z","2021-12-31T00:00:00Z","2012-01-01T00:00:00Z","2021-12-31T00:00:00Z","All","State-level taxa obfuscation: Prior to the 2022 data release, publication of species identifications were obfuscated to a higher taxonomic rank when the taxon was found to be listed as threatened, endangered, or sensitive at the state level where the observation was recorded. Obfuscating state-listed taxa has created challenges for data users studying biodiversity.","The state-level obfuscation routine was removed from the data publication process at all locations excluding sites located in D01 and D20. Data have been reprocessed to remove the obfuscation of state-listed taxa. Federally listed threatened and endangered or sensitive species remain obfuscated at all sites and sensitive species remain redacted at National Park sites."
38604,NA,"2021-12-06T00:00:00Z","2021-12-06T00:00:00Z","2014-01-01T00:00:00Z","2020-01-01T00:00:00Z","HARV, WOOD, CLBJ, GRSM, ORNL, OSBS, HEAL, GUAN, ABBY, DEJU, KONZ, SJER, TREE","Missing metadata values: Plot metadata records from the `vst_perplotperyear` table are missing for some event x plot combinations for which data are present in the other data product tables. `vst_perplotperyear` records indicate nested subplots area and total sampling area used for the annual survey; without these values, plot and site level calculations of biomass and annual productivity may not be possible.","NEON recommends users apply sampling areas from the same plot, sampled in other years (other eventIDs) to infer values for the missing metadata."
52904,NA,"2022-02-02T00:00:00Z","2023-01-01T00:00:00Z","2014-01-01T00:00:00Z","2021-01-01T00:00:00Z","ABBY, BART, BLAN, BONA, CLBJ, DEJU, DELA, GRSM, GUAN, HARV, HEAL, JERC, KONZ, NIWO, ORNL, OSBS, PUUM, RMNP, SCBI, SERC, SOAP, STEI, TALL, TREE, UKFS, UNDE, WREF, YELL","Non-woody data missing: `vst_perplotperyear` sampling areas and presence/absence data for non-woody growth forms (nestedSubplotAreaOther, totalSampledAreaOther, and cacti, ferns, yuccas, palms, ocotillos, xerophyllum Present and AbsentList fields) are absent in RELEASE-2022. Data for 2014-2019 are available for download in the Non-herbaceous perennial vegetation structure data product (DP1.10045.001), RELEASE-2021, and 2022-01 to present are available for download as provisional data, but data for 2020 will not be available until the 2023 release.","Missing fields added to the bundled vegetation structure data product in the 2023 RELEASE"
52905,NA,"2022-02-23T00:00:00Z","2022-02-23T00:00:00Z","2020-01-01T00:00:00Z","2021-12-31T00:00:00Z","STEI, TREE, UNDE","Incorrect plots were sampled for the annual Tower subset sampling at STEI in 2020, TREE in 2020, and UNDE in 2020 and 2021. In 2020, a new method was employed to identify a spatially balanced subset of n=5 Tower plots for annual sampling. The new method selects plots for annual sampling such that plots are proportionally representative of the NLCD vegetation classes present in each site's Tower airshed, and the method maximizes collocation of Vegetation Structure measurements with annual TOS soil and plant diversity sampling. In Domain 05, the plots identified for annual sampling according to the new method are: 

`STEI_047`, `STEI_053`, `STEI_056`, `STEI_059`, `STEI_060`
`TREE_041`, `TREE_046`, `TREE_049`, `TREE_054`, `TREE_056`
`UNDE_037`, `UNDE_038`, `UNDE_043`, `UNDE_044`, `UNDE_045` 

For the following sites and years, plots were sampled according to the older spatial balance algorithm that does not account for NLCD Vegetation Class, and does not maximize collocation with soil and plant diversity data products: 

2020 STEI subset measured: `STEI_046`, `STEI_047`, `STEI_048`, `STEI_049`, `STEI_050`
2021 STEI subset measured: `STEI_046`, `STEI_047`, `STEI_053`, `STEI_056`, `STEI_059`, `STEI_060`
2020 TREE subset measured: `TREE_039`, `TREE_040`, `TREE_041`, `TREE_042`, `TREE_043`
2020 UNDE subset measured: `UNDE_037`, `UNDE_038`, `UNDE_043`, `UNDE_044`, `UNDE_065`
2021 UNDE subset measured: `UNDE_037`, `UNDE_038`, `UNDE_043`, `UNDE_044`, `UNDE_045`, `UNDE_065`","From 2022 onward, Tower plots selected for annual sampling at STEI, TREE, and UNDE are:

`STEI_047`, `STEI_053`, `STEI_056`, `STEI_059`, `STEI_060`
`TREE_041`, `TREE_046`, `TREE_049`, `TREE_054`, `TREE_056`
`UNDE_037`, `UNDE_038`, `UNDE_043`, `UNDE_044`, `UNDE_045`"
68808,NA,"2022-09-15T00:00:00Z","2022-10-31T00:00:00Z","2022-06-12T00:00:00Z","2022-10-31T00:00:00Z","YELL","Severe flooding destroyed several roads into Yellowstone National Park in June 2022, making the YELL and BLDE sites inaccessible to NEON staff. Observational data collection was halted during this time. Canceled data collection events are indicated in data records via the samplingImpractical field.","Normal operations resumed on October 31, 2022, when the National Park Service opened a newly constructed road from Gardiner, MT to Mammoth, WY with minimal restrictions. For more details about data impacts, see Data Notification https://www.neonscience.org/impact/observatory-blog/data-impacts-neons-yellowstone-sites-yell-blde-due-catastrophic-flooding-0"
76304,NA,"2022-10-25T00:00:00Z","2023-01-01T00:00:00Z","2016-01-01T00:00:00Z","2022-01-01T00:00:00Z","all sites with qualifying vegetation","Discontinuing Absence List: The 'Absence List' columns that were included in the `vst_perplotperyear` table as a mechanism to verify that the nestedSubplot was surveyed and the specified growth form was not found were problematic. These fields contained frequent errors that were difficult to catch. These fields are not reliable for data previously published in all releases through RELEASE-2022.","NEON has implemented additional quality control measures at the point of data entry. These data will not be collected or published moving forward."
77904,NA,"2023-03-01T00:00:00Z","2023-03-01T00:00:00Z","2015-01-01T00:00:00Z","2023-03-01T00:00:00Z","All sites at which the ‘fern’ growth form is sampled.","Spatial scaling issue for ferns and ‘other’ growth forms: When determining whether nested subplots could be used to standardize the sampling effort for ferns and ‘other’ growth forms (i.e., cacti, ocotillo, small palms, small tree ferns, xerophyllum, and agave), the sum total of ferns + all ‘other’ individuals in the plot was used to determine the value of ‘nestedSubplotAreaOther’ and the related ‘totalSampledAreaOther’ fields. However, since 2020 ferns are only scheduled for sampling every 5 years in Tower plots, and thus ferns are no longer measured in four out of five years in annually sampled Tower plots. For annually sampled Tower plots where ferns are the only 'other' type of growth form, the reported totalSampledAreaOther value suggested no fern biomass for four out of five years, when in fact ferns simply were not sampled for those years. Moreover, in annually sampled Tower plots where ferns coexist with some of the ‘other’ growth forms (e.g., palms in D03, xerophyllum in D16, tree ferns in D20), we reported a totalSampledAreaOther value for the ‘other’ growth forms that were measured annually, and for four out of five years we created the impression that zero fern biomass was legitimately measured, even though ferns were not scheduled for sampling.","Introduced new ‘nestedSubplotAreaFerns’ and ‘totalSampledAreaFerns’ fields in the vst_perplotperyear table to account for fern measurement separately from remaining ‘other’ growth forms. The ‘totalSampledAreaFerns’ field is now NULL when ferns are present but not sampled due to the scheduled bout type. In addition, the totalSampledAreaOther field now accurately reflects the sampling effort for the remaining ‘other’ growth forms."
77905,NA,"2023-03-01T00:00:00Z","2023-03-01T00:00:00Z","2015-01-01T00:00:00Z","2023-03-01T00:00:00Z","DSNY, JERC, OSBS","A single ‘palm’ growth form was applied to all palm trees, regardless of size, and to shrub-type palms. Because the protocol allowed small palm trees and shrub-type palms to be measured with nested subplots when density was sufficient, and because larger palm trees were measured throughout the plot, there was no simple mechanism in the data to allow a data user to scale individual palm measurements to the plot level, as individuals measured throughout the plot had the same growth form as individuals measured in nested subplots.","The ‘palm’ growth form was deprecated and replaced with two new growth forms: ‘palm tree’ and ‘small palm’. Palm trees are defined as Arecaceae spp. with DBH ≥ 10 cm and stemLength > 130 cm, and these individuals are sampled throughout the plot (i.e., nested subplots are not used for palm trees). Small palms are defined as shrub-type palms (e.g., Serenoa repens) or Arecaceae spp. with DBH < 10 cm or stemLength < 130 cm, and these individuals may be sampled with nested subplots."
77906,NA,"2023-03-01T00:00:00Z","2023-03-01T00:00:00Z","2018-01-01T00:00:00Z","2023-03-01T00:00:00Z","PUUM","A single ‘tree fern’ growth form was applied to all tree ferns, regardless of size. Because the protocol allowed small tree ferns to be measured with nested subplots when density was sufficient, and because larger tree ferns were measured throughout the plot, there was no simple mechanism in the data to allow a data user to scale individual tree fern measurements to the plot level, as individuals measured throughout the plot had the same growth form as individuals measured in nested subplots.","The ‘tree fern’ growth form was deprecated and replaced with two new growth forms: ‘large tree fern’ and ‘small tree fern’. Large tree ferns are defined as tree ferns with DBH ≥ 10 cm and stemLength > 130 cm, and these individuals are sampled throughout the plot (i.e., nested subplots are not used for large tree ferns). Small tree ferns are defined as tree ferns with DBH < 10 cm or stemLength < 130 cm, and these individuals may be sampled with nested subplots."
77907,NA,"2023-03-01T00:00:00Z","2023-03-01T00:00:00Z","2015-01-01T00:00:00Z","2023-03-01T00:00:00Z","All","Available nested subplots in 40m x 40m Tower plots included 1, 3, 10, 25, and 100 meter squared sizes. The largest two sizes represented a four-fold difference in sampled area, resulting in significant sampling effort for the 100 meter squared size when vegetation missed qualifying for the 25 meter squared size by a small number of individuals.","A 50 meter square nested subplot size was introduced for use in 40m x 40m Tower plots."
77908,NA,"2023-03-01T00:00:00Z",NA,"2015-01-01T00:00:00Z","2023-03-31T00:00:00Z","DSNY, JERC, OSBS","Increased spatial data uncertainty: In Domain 03, frequent fire management resulted in burning and loss of plastic plot markers, and replacement of lost markers without high-resolution coordinate verification created increased uncertainty in point-level spatial data associated with markers from which trees are mapped.","Plot markers have been switched to flame-resistant materials to avoid loss during prescribed burns. However, an unknown number of trees in the vst_mappingandtagging table have been mapped from plot markers that may not have been restablished in the correct location. Data users are advised to increase the spatial uncertainty for mapped stems at affected sites from the standard 30 cm to 3 meters."
78405,NA,"2023-04-12T00:00:00Z","2023-04-01T00:00:00Z","2016-07-01T00:00:00Z","2023-04-01T00:00:00Z","D08-LENO_069","Subplot changed from 23 to subplot 39 at LENO_069.","Due to persistent flooding, it is no longer possible to sample subplot 23 in Tower plot LENO_069. All sampling in subplot 23 has been discontinued. Subplot 39 will be used for all sampling activities previously scheduled for subplot 23."
