plotID,pointID,plotType,subtype,decimalLatitude,decimalLongitude,geodeticDatum,utmZone,easting,northing,coordinateUncertainty,coordinateSource,elevation,elevationUncertainty,nlcdClass,applicableModules,versionStartDate,versionEndDate
DEJU_017,E6,distributed,mammalGrid,63.881933,-145.781458,WGS84,06N,559850,7084429,NA,GIS,515.42,NA,evergreenForest,mam,20100101,20230601
DEJU_017,E7,distributed,mammalGrid,63.881844,-145.781457,WGS84,06N,559850,7084419,NA,GIS,515.61,NA,evergreenForest,mam,20100101,20230601
DEJU_017,E9,distributed,mammalGrid,63.881662,-145.78147,WGS84,06N,559850,7084399,NA,GIS,516.02,NA,evergreenForest,mam,20100101,20230601
DEJU_017,E8,distributed,mammalGrid,63.881751,-145.781478,WGS84,06N,559850,7084409,NA,GIS,515.8,NA,evergreenForest,mam,20100101,20230601
DELA_014,32.2.1,distributed,basePlot,32.52969,-87.818054,WGS84,16N,423176.793,3599445.254,0.44,GIS,28.57,0.29,evergreenForest,div,20140101,20200128
DELA_014,32.2.10,distributed,basePlot,32.5297,-87.818066,WGS84,16N,423175.712,3599446.335,1.19,GIS,28.57,0.29,evergreenForest,div,20140101,20200128
DELA_014,32,distributed,basePlot,32.529731,-87.818103,WGS84,16N,423172.293,3599449.754,2.19,GIS,28.57,0.29,evergreenForest,div,20140101,20200128
DELA_014,32.4.1,distributed,basePlot,32.529772,-87.818055,WGS84,16N,423176.793,3599454.254,0.44,GIS,28.57,0.29,evergreenForest,div,20140101,20200128
DELA_014,32.4.10,distributed,basePlot,32.529762,-87.818067,WGS84,16N,423175.712,3599453.173,1.19,GIS,28.57,0.29,evergreenForest,div,20140101,20200128
DELA_014,40.3.1,distributed,basePlot,32.529885,-87.818283,WGS84,16N,423155.505,3599467.007,0.46,GIS,29.3,0.23,evergreenForest,div,20140101,20200128
DELA_014,40.3.10,distributed,basePlot,32.529875,-87.818271,WGS84,16N,423156.586,3599465.926,1.21,GIS,29.3,0.23,evergreenForest,div,20140101,20200128
DELA_014,40.1.1,distributed,basePlot,32.529804,-87.818282,WGS84,16N,423155.505,3599458.007,0.46,GIS,29.3,0.23,evergreenForest,div,20140101,20200128
DELA_014,40.1.10,distributed,basePlot,32.529814,-87.818271,WGS84,16N,423156.586,3599459.088,1.21,GIS,29.3,0.23,evergreenForest,div,20140101,20200128
DELA_014,40,distributed,basePlot,32.529845,-87.818235,WGS84,16N,423160.005,3599462.507,2.21,GIS,29.3,0.23,evergreenForest,div,20140101,20200128
DELA_014,33,distributed,basePlot,32.529686,-87.818049,WGS84,16N,423177.293,3599444.754,0.19,GeoXH 6000,28.57,0.29,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,20140101,20200128
DELA_014,49,distributed,basePlot,32.52989,-87.818288,WGS84,16N,423155.005,3599467.507,0.21,GeoXH 6000,29.3,0.23,evergreenForest,bgc|cdw|cfc|dhp|hbp|sme|vst,20140101,20200128
DELA_026,32.2.1,distributed,basePlot,32.534339,-87.811071,WGS84,16N,423836.578,3599955.555,0.49,GIS,30.13,0.22,evergreenForest,div,20140101,20200128
DELA_026,32.2.10,distributed,basePlot,32.534348,-87.811082,WGS84,16N,423835.497,3599956.636,1.24,GIS,30.13,0.22,evergreenForest,div,20140101,20200128
DELA_026,32,distributed,basePlot,32.534379,-87.811119,WGS84,16N,423832.078,3599960.055,2.24,GIS,30.13,0.22,evergreenForest,div,20140101,20200128
DELA_026,32.4.1,distributed,basePlot,32.53442,-87.811071,WGS84,16N,423836.578,3599964.555,0.49,GIS,30.13,0.22,evergreenForest,div,20140101,20200128
DELA_026,32.4.10,distributed,basePlot,32.53441,-87.811083,WGS84,16N,423835.497,3599963.474,1.24,GIS,30.13,0.22,evergreenForest,div,20140101,20200128
DELA_026,40.3.1,distributed,basePlot,32.534567,-87.811308,WGS84,16N,423814.52,3599980.992,0.49,GIS,39.1,0.38,evergreenForest,div,20140101,20200128
DELA_026,40.3.10,distributed,basePlot,32.534557,-87.811296,WGS84,16N,423815.601,3599979.911,1.24,GIS,39.1,0.38,evergreenForest,div,20140101,20200128
DELA_026,40.1.1,distributed,basePlot,32.534486,-87.811307,WGS84,16N,423814.52,3599971.992,0.49,GIS,39.1,0.38,evergreenForest,div,20140101,20200128
DELA_026,40.1.10,distributed,basePlot,32.534495,-87.811295,WGS84,16N,423815.601,3599973.073,1.24,GIS,39.1,0.38,evergreenForest,div,20140101,20200128
DELA_026,40,distributed,basePlot,32.534526,-87.811259,WGS84,16N,423819.02,3599976.492,2.24,GIS,39.1,0.38,evergreenForest,div,20140101,20200128
DELA_026,41.4.1,distributed,basePlot,32.534534,-87.811066,WGS84,16N,423837.202,3599977.218,0.44,GIS,26.11,0.19,evergreenForest,div,20140101,20200128
DELA_026,41.4.10,distributed,basePlot,32.534524,-87.811077,WGS84,16N,423836.121,3599976.137,1.19,GIS,26.11,0.19,evergreenForest,div,20140101,20200128
DSNY_003,57,distributed,basePlot,28.074396,-81.425733,WGS84,17N,458169.407,3105516.777,0.1,GeoXH 6000,18.71,0.1,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,20140101,20201209
DSNY_003,61,distributed,basePlot,28.074363,-81.425319,WGS84,17N,458210.118,3105512.988,0.1,GeoXH 6000,18.78,0.11,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,20140101,20201209
DSNY_005,21,distributed,basePlot,28.039442,-81.393518,WGS84,17N,461322.216,3101633.986,0.1,GeoXH 6000,18.97,0.1,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,20130101,20201208
DSNY_005,25,distributed,basePlot,28.039441,-81.393106,WGS84,17N,461362.772,3101633.719,0.11,GeoXH 6000,19.23,0.14,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,20130101,20201208
DSNY_005,57,distributed,basePlot,28.039828,-81.393516,WGS84,17N,461322.542,3101676.731,0.11,GeoXH 6000,19.07,0.16,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,20130101,20201208
DSNY_005,61,distributed,basePlot,28.039798,-81.393107,WGS84,17N,461362.807,3101673.314,0.1,GeoXH 6000,19.24,0.1,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,20130101,20201208
DSNY_005,31.1.1,distributed,basePlot,28.039557,-81.393412,WGS84,17N,461332.725,3101646.668,0.35,GIS,19.46,0.1,woodyWetlands,div,20130101,20220913
DSNY_005,31.1.10,distributed,basePlot,28.039566,-81.393401,WGS84,17N,461333.806,3101647.749,1.1,GIS,19.46,0.1,woodyWetlands,div,20130101,20220913
DSNY_005,31,distributed,basePlot,28.039597,-81.393366,WGS84,17N,461337.225,3101651.168,2.1,GIS,19.46,0.1,woodyWetlands,div,20130101,20220913
DSNY_005,32.2.1,distributed,basePlot,28.039556,-81.393224,WGS84,17N,461351.213,3101646.518,0.35,GIS,19.34,0.1,woodyWetlands,div,20130101,20220913
DSNY_005,32.2.10,distributed,basePlot,28.039565,-81.393235,WGS84,17N,461350.132,3101647.599,1.1,GIS,19.34,0.1,woodyWetlands,div,20130101,20220913
DSNY_005,32,distributed,basePlot,28.039596,-81.39327,WGS84,17N,461346.713,3101651.018,2.1,GIS,19.34,0.1,woodyWetlands,div,20130101,20220913
DSNY_005,32.4.1,distributed,basePlot,28.039637,-81.393224,WGS84,17N,461351.213,3101655.518,0.35,GIS,19.34,0.1,woodyWetlands,div,20130101,20220913
DSNY_005,32.4.10,distributed,basePlot,28.039627,-81.393235,WGS84,17N,461350.132,3101654.437,1.1,GIS,19.34,0.1,woodyWetlands,div,20130101,20220913
DSNY_005,40.3.1,distributed,basePlot,28.03973,-81.393413,WGS84,17N,461332.633,3101665.931,0.35,GIS,19.47,0.1,woodyWetlands,div,20130101,20220913
DSNY_005,40.3.10,distributed,basePlot,28.039721,-81.393402,WGS84,17N,461333.714,3101664.85,1.1,GIS,19.47,0.1,woodyWetlands,div,20130101,20220913
DSNY_005,40.1.1,distributed,basePlot,28.039649,-81.393413,WGS84,17N,461332.633,3101656.931,0.35,GIS,19.47,0.1,woodyWetlands,div,20130101,20220913
DSNY_005,40.1.10,distributed,basePlot,28.039659,-81.393402,WGS84,17N,461333.714,3101658.012,1.1,GIS,19.47,0.1,woodyWetlands,div,20130101,20220913
DSNY_005,40,distributed,basePlot,28.03969,-81.393367,WGS84,17N,461337.133,3101661.431,2.1,GIS,19.47,0.1,woodyWetlands,div,20130101,20220913
DSNY_005,41.4.1,distributed,basePlot,28.03972,-81.393216,WGS84,17N,461352.067,3101664.718,0.35,GIS,19.38,0.1,woodyWetlands,div,20130101,20220913
DSNY_005,41.4.10,distributed,basePlot,28.03971,-81.393227,WGS84,17N,461350.986,3101663.637,1.1,GIS,19.38,0.1,woodyWetlands,div,20130101,20220913
DSNY_005,21,distributed,basePlot,28.039461,-81.393521,WGS84,17N,461321.925,3101636.099,2.57,GeoXH 6000,14.85,4.06,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,20130101,20220913
DSNY_005,25,distributed,basePlot,28.039462,-81.393113,WGS84,17N,461362.036,3101636.049,2.74,GeoXH 6000,14.05,4.12,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,20130101,20220913
DSNY_005,31,distributed,basePlot,28.039552,-81.393417,WGS84,17N,461332.225,3101646.168,0.1,GeoXH 6000,19.46,0.1,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,20130101,20220913
DSNY_005,33,distributed,basePlot,28.039551,-81.393219,WGS84,17N,461351.713,3101646.018,0.1,GeoXH 6000,19.34,0.1,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,20130101,20220913
DSNY_005,49,distributed,basePlot,28.039735,-81.393418,WGS84,17N,461332.133,3101666.431,0.1,GeoXH 6000,19.47,0.1,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,20130101,20220913
DSNY_005,51,distributed,basePlot,28.039725,-81.393211,WGS84,17N,461352.567,3101665.218,0.1,GeoXH 6000,19.38,0.1,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,20130101,20220913
DSNY_005,57,distributed,basePlot,28.039815,-81.39353,WGS84,17N,461321.189,3101675.361,2.58,GeoXH 6000,15.86,4.1,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,20130101,20220913
DSNY_005,61,distributed,basePlot,28.039816,-81.393115,WGS84,17N,461361.968,3101675.271,2.56,GeoXH 6000,15.29,3.9,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,20130101,20220913
DSNY_006,40.3.1,distributed,basePlot,28.09305,-81.399434,WGS84,17N,460760.221,3107574.477,0.35,GIS,20.75,0.1,woodyWetlands,div,20130101,20201210
DSNY_006,40.3.10,distributed,basePlot,28.09304,-81.399423,WGS84,17N,460761.302,3107573.396,1.1,GIS,20.75,0.1,woodyWetlands,div,20130101,20201210
DSNY_006,40.1.1,distributed,basePlot,28.092969,-81.399434,WGS84,17N,460760.221,3107565.477,0.35,GIS,20.75,0.1,woodyWetlands,div,20130101,20201210
DSNY_006,40.1.10,distributed,basePlot,28.092979,-81.399423,WGS84,17N,460761.302,3107566.558,1.1,GIS,20.75,0.1,woodyWetlands,div,20130101,20201210
DSNY_006,40,distributed,basePlot,28.09301,-81.399388,WGS84,17N,460764.721,3107569.977,2.1,GIS,20.75,0.1,woodyWetlands,div,20130101,20201210
DSNY_006,49,distributed,basePlot,28.093055,-81.399439,WGS84,17N,460759.721,3107574.977,0.1,GeoXH 6000,20.75,0.1,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,20130101,20201210
DSNY_006,61,distributed,basePlot,28.093144,-81.399127,WGS84,17N,460790.458,3107584.807,0.1,GeoXH 6000,18.91,0.1,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,20130101,20201210
DSNY_006,21,distributed,tickPlot,28.093516,-81.398242,WGS84,17N,460877.5,3107625.692,0.1,GeoXH 6000,18.65,0.1,woodyWetlands,tck,20140101,20230214
DSNY_008,32.2.1,distributed,basePlot,28.046569,-81.401795,WGS84,17N,460511.307,3102426.199,0.35,GIS,18.86,0.1,woodyWetlands,div,20130101,20210518
DSNY_008,32.2.10,distributed,basePlot,28.046579,-81.401806,WGS84,17N,460510.226,3102427.28,1.1,GIS,18.86,0.1,woodyWetlands,div,20130101,20210518
DSNY_008,32,distributed,basePlot,28.04661,-81.401841,WGS84,17N,460506.807,3102430.699,2.1,GIS,18.86,0.1,woodyWetlands,div,20130101,20210518
DSNY_008,32.4.1,distributed,basePlot,28.04665,-81.401795,WGS84,17N,460511.307,3102435.199,0.35,GIS,18.86,0.1,woodyWetlands,div,20130101,20210518
DSNY_008,32.4.10,distributed,basePlot,28.046641,-81.401806,WGS84,17N,460510.226,3102434.118,1.1,GIS,18.86,0.1,woodyWetlands,div,20130101,20210518
DSNY_008,41.1.1,distributed,basePlot,28.046666,-81.401883,WGS84,17N,460502.68,3102436.963,0.35,GIS,18.98,0.1,woodyWetlands,div,20130101,20210518
DSNY_008,41.1.10,distributed,basePlot,28.046676,-81.401872,WGS84,17N,460503.761,3102438.044,1.1,GIS,18.98,0.1,woodyWetlands,div,20130101,20210518
DSNY_008,21,distributed,basePlot,28.046484,-81.402094,WGS84,17N,460481.942,3102416.808,0.1,GeoXH 6000,18.61,0.1,woodyWetlands,cdw|cfc|dhp|hbp|vst,20130101,20210518
DSNY_008,25,distributed,basePlot,28.046477,-81.401686,WGS84,17N,460521.968,3102415.917,0.1,GeoXH 6000,18.67,0.1,woodyWetlands,cdw|cfc|dhp|hbp|vst,20130101,20210518
DSNY_008,33,distributed,basePlot,28.046565,-81.40179,WGS84,17N,460511.807,3102425.699,0.1,GeoXH 6000,18.86,0.1,woodyWetlands,cdw|cfc|dhp|hbp|vst,20130101,20210518
DSNY_008,51,distributed,basePlot,28.046743,-81.401784,WGS84,17N,460512.5,3102445.404,0.1,GeoXH 6000,18.89,0.1,woodyWetlands,cdw|cfc|dhp|hbp|vst,20130101,20210518
DSNY_008,57,distributed,basePlot,28.046844,-81.402083,WGS84,17N,460483.146,3102456.764,0.1,GeoXH 6000,18.82,0.1,woodyWetlands,cdw|cfc|dhp|hbp|vst,20130101,20210518
DSNY_008,61,distributed,basePlot,28.046834,-81.401678,WGS84,17N,460522.9,3102455.477,0.1,GeoXH 6000,18.9,0.12,woodyWetlands,cdw|cfc|dhp|hbp|vst,20130101,20210519
DSNY_009,32.2.1,distributed,basePlot,28.073032,-81.428463,WGS84,17N,457900.661,3105366.575,0.35,GIS,18.87,0.1,pastureHay,div,20130101,20201208
DSNY_009,32.2.10,distributed,basePlot,28.073041,-81.428474,WGS84,17N,457899.58,3105367.656,1.1,GIS,18.87,0.1,pastureHay,div,20130101,20201208
